attribute_set_id,sku,name,meta_title,url_key,sku_for_vendor_product,treatment,carat_weight,classification,cutting_style,dimensions,j_colour,name2,offers,vendor_id,weight_ratti,shipping_days,hsn_code,price,special_price,weight_carat,price_per_carat,weight_sort1,status,tax_class_id,gemstone,gem_composition,shape,certification,return_policy,colour,cut,dimension_type,dispatch_days,gemstone2,vendor,offer_type,origin,product_type,description,short_description,comment_explation,description2,qty,is_in_stock,gemstone3,image,small_image,thumbnail,invoice_id,news_from_date,news_to_date,stickers,callfor,quality_config_gem,redirect_select_for_quality,select_for_quality,mainproduct_forjewlrypage,gemstone2_type,price_per_carat_range,metal_config,ideal_design,price_for_jewelry,promotion_baseprice_jewlery,product_discount_percentage,promotion_discount_price,specific_gravity,refractive_index,show_pricing_table,callfor_price_wanto_show,automatic_video_link,call_for_price_text,calibrated_size_range,beads_size,hole,beads_in_strand,length_inches,quality_grade,strands,dimension_approx,arrangement_type,length_cm,how_to_wear,certificate_number1,verified_certificateimage,verified_certificateimage1,additional_certification,price_range,gemstone_benifits_new,product_category_type
Gemstones,GP28076,Amethyst - 2.49 carats,Natural Amethyst - 2.49 carats (GP28076) from Africa,amethyst-gp28076,GP28076,Unheated and Untreated (No Indications Observed),2.48,Amethyst,Faceted,11.30x8.60x5.30 mm,Violet,2.49 ct Amethyst (Jamunia) Natural Original Top Quality Lab Certified Gemstone of 2.49 carat (2.75 ratti) from Africa,Express Dispatch,19467,2.76,0,71039949,1050.0000,,2.4900,423.0000,249.0000,Enabled,Jewellery Semiprecious,Amethyst,Natural,Oval,JBN Certified,10 Day Money-Back Returns*,Violet,Faceted,Not Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),Amethyst - All,GP,Loose Gemstone,Africa,Single Stone,Natural Amethyst weighing 2.49 carat In Oval shape.,Natural Amethyst weighing 2.49 carats (2.77 ratti) from Africa,Price Increase by 5% on 23-May-2022(messaged by NITIN SIR on Catalog Whatsaap Group on 13-may-2022)out of stock by own inventry on 080223(Out of stock by Own Inventory on 201223),"Buy Natural Original Amethyst - All for sale online, weighing 2.77 carats (roughly 3 ratti). The cost price of the stone is provided and its price per carat can be calculated by dividing the cost price by stone weight (2.77 carat). The stone origin (where it is mined from) is Africa. The stone is hence popularly also known as Amethyst, Jamunia, Katela. Amethyst - All has many benefits. This gem is stated to be Unheated and Untreated. The value of the stone is good considering its properties and effects. This gem is certified and its photos, video and lab certificate are available on our online store.",0.0000,0,Amethyst - All-Faceted-Non Calibrated,/g/p/gp28076-1-121120_1.jpg,/g/p/gp28076-1-121120_1.jpg,/g/p/gp28076-hand-121120_1.jpg,2026n,2017-06-06 00:00:00,,,,,,,,3 - Semi-Precious,400,,,,,,157.5,2.65,1.54-1.55,No,No,,,",",",",",",,,",",",",",",",",,1---_____0001ame_____-------thyst001.pdf,,http://www.jbngemtestinglab.com/,,,1000,"Deaddiction, Remove Negativity",SP
Gemstones,GP29514,Amethyst - 7.80 Carats,Original Certified Amethyst (Jamunia) for Astrological Use - 7.80 Carats (GP29514) from Brazil,amethyst-gp29514,GP29514,Unheated and Untreated (No Indications Observed),7.8,Amethyst,Faceted,12.99x10.49x7.57 mm,Violet,7.8 ct Amethyst Natural Original Top Quality Lab Certified Gemstone of 7.8 carat (8.5 ratti) from Brazil,Express Dispatch,20865,8.67,0,71039949,5500.0000,,7.8000,705.0000,780.0000,Enabled,Jewellery Semiprecious,Amethyst,Natural,Octagonal,AGR Certified,10 Day Money-Back Returns*,Violet,Faceted,Not Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),Amethyst - All,GP,Loose Gemstone,Brazil,Single Stone,Natural Amethyst weighing 7.8 carats in Octagonal shape.,Natural Amethyst weighing 7.8 carats (8.67 ratti) from Brazil,"0(Relive on 030124), Price update on 18-03-2025 done by Munna, Price update on 20-03-2025 done by Munna","Buy Natural Amethyst - All 7.8 for sale online, weighing 7.8 carats (roughly 8.5 ratti). The cost price of the stone is provided and its price per carat can be calculated by dividing the cost price by stone weight (7.8 carat). The stone origin (where it is mined from) is Brazil. The stone is hence popularly also known as . Amethyst has many benefits. This gem is stated to be Unheated and Untreated. The value of the stone is good considering its properties and effects. This gem is certified and its photos, video and lab certificate are available on our online store.",1.0000,1,Amethyst - All-Faceted-Non Calibrated,/g/p/gp29514-1-030124.jpg,/g/p/gp29514-1-030124.jpg,/g/p/gp29514-hand-030124.jpg,2074b,2024-01-03 00:00:00,,,,,0,,,3 - Semi-Precious,500,,,,,,,2.65,1.540 - 1.550,No,No,,,",",",",",",,,",",",",",",",",,,,,,,5500,"Deaddiction, Remove Negativity",MP
Gemstones,GP32749,Amethyst - 21.04 Carats,Natural Certified Amethyst (Jamunia) - 21.04 Carats (GP32749) from Brazil,amethyst-gp32749,GP32749,Unheated and Untreated (No Indications Observed),21.04,Amethyst,Faceted,20.90x16.30x9.40 mm,Violet,21.04 ct Amethyst (Jamunia) Natural Original Top Quality Lab Certified Gemstone of 21.04 carat (23.25 ratti) from Brazil,Express Dispatch,23566,23.38,0,71039949,14800.0000,,21.0400,703.0000,2104.0000,Enabled,Jewellery Semiprecious,Amethyst,Natural,Oval,JBN Certified,10 Day Money-Back Returns*,Violet,Faceted,Not Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),Amethyst - All,GP,Loose Gemstone,Brazil,Single Stone,Natural Amethyst weighing 21.04 carats in Oval shape.,Natural Amethyst weighing 21.04 carats (23.38 ratti) from Brazil,"Price Increase by 5% on 23-May-2022(messaged by NITIN SIR on Catalog Whatsaap Group on 13-may-2022)(Active on 291223), Price update on 18-03-2025 done by Munna, Price update on 20-03-2025 done by Munna","Buy Natural Amethyst - All 21.04 for sale online, weighing carats (roughly 23.38 ratti). The cost price of the stone is provided and its per carat can be calculated by dividing weight (21.04 carat). has many benefits. This gem stated to Unheated Untreated. value good considering properties effects. certified photos, video lab certificate are available on our online store.",1.0000,1,Amethyst - All-Faceted-Non Calibrated,/g/p/gp32749-1-291223.jpg,/g/p/gp32749-1-291223.jpg,/g/p/gp32749-hand-291223.jpg,2120a17,2017-12-26 00:00:00,,,,,0,,,3 - Semi-Precious,500,,,,,,1710,2.65,1.54-1.55,No,No,,,",",",",",",,,",",",",",",",",,1---_____0001ame_____-------thyst001.pdf,JBNGTL/25904/19,http://www.jbngemtestinglab.com/,,,14500,"Deaddiction, Remove Negativity",MP
Gemstones - Config1,GEM-AMET-LUX-ANY,Amethyst - Luxury,Amethyst - Luxury Quality,amethyst-any-luxury-quality,,Unheated and Untreated (No Indications Observed),,,Faceted,,Violet,,,,,3,71039949,850.0000,,,0.0000,9.0000,Enabled,Jewellery Semiprecious,Amethyst,Natural,Oval,Free Lab Certificate,10 Day Money-Back Returns*,Violet,Mixed Cuts,Not Calibrated,3 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold Items),Amethyst - All,,Loose Gemstone,,Single Stone,"Allow our team of expert gemologists select a Natural Luxury Amethyst gemstone of Luxury Quality from our offline inventory of gemstones. The selected gemstone shall be of relatively the same quality as those shown in the sample photographs, with weight within -0.2ct to +0.5ct range from your selection. You can alternatively decide to browse through our collection of catalogued gemstones with photos and videos to select a gemstone of your own choice by going to the Amethyst category page",Excellent Colour / Excellent Clarity,0 (Out of stock by Own Inventory on 240625) (Out of stock by Own Inventory on 201125) (Out of stock by Own Inventory on 311225) (Out of stock by Own Inventory on 090326),,997.0000,1,,/g/e/gem-amet-lux-any-1-190822.jpg,/g/e/gem-amet-lux-any-1-190822.jpg,/g/e/gem-amet-lux-any-2-190822.jpg,,,,,,Luxury,0,,,3 - Semi-Precious,500,,,,,15,,2.65,1.540 - 1.550,No,No,,,",",",",",",,,",",",",",",",",,1---_____0001ame_____-------thyst001.pdf,,,,,,"Deaddiction, Remove Negativity",MP
Gemstones - Config1,GEM-AMET-LUX-EMER-CUT,Amethyst (Luxury) - Emerald Cut,Amethyst - Luxury Quality (Special Shape),amethyst-luxury-quality-emerald-cut,,Unheated and Untreated (No Indications Observed),,,Faceted,,,,,,,3,71039949,1300.0000,,,0.0000,10.0000,Enabled,Jewellery Semiprecious,Amethyst,Natural,Rectangle,Free Lab Certificate,10 Day Money-Back Returns*,Violet,Mixed Cuts,Not Calibrated,3 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold Items),Amethyst - All,,Loose Gemstone,,Single Stone,"Allow our team of expert gemologists select a Natural Luxury Amethyst gemstone of Luxury Quality (Special Shape) from our offline inventory of gemstones. The selected gemstone shall be of relatively the same quality as those shown in the sample photographs, with weight within -0.2ct to +0.5ct range from your selection. You can alternatively decide to browse through our collection of catalogued gemstones with photos and videos to select a gemstone of your own choice by going to the Amethyst category page.",Excellent Colour / Excellent Clarity,Disabled on 23 March 2017 - Not Available in Market ,,99777.0000,1,,/g/e/gem-amet-lux-emer-cut-1-190822.jpg,/g/e/gem-amet-lux-emer-cut-1-190822.jpg,/g/e/gem-amet-lux-emer-cut-2-190822.jpg,,,,,,Luxury,0,,,3 - Semi-Precious,1000,,,,,15,,2.65,1.540 - 1.550,No,No,,,",",",",",",,,",",",",",",",",,1---_____0001ame_____-------thyst001.pdf,,,,,,"Deaddiction, Remove Negativity",MP
Gemstones,GP11780,Black Opal - 17 Carats,Premium Certified Black Opal for Astrological Use - 17 Carats (GP11780) from Ethiopia,black-opal-gp11780,GP11780,Smoke Enhancement,17,Black Opal,Cabochon,22.68x16.34x7.64 mm,Black,17 ct Black Opal Natural Original Top Quality Lab Certified Gemstone of 17 carat (18.75 ratti) from Ethiopia,Express Dispatch,1721,18.89,0,71039990,21600.0000,,17.0000,1271.0000,1700.0000,Enabled,Jewellery Semiprecious,Opal,Natural,Oval,AGR Certified,10 Day Money-Back Returns*,Black,Cabochon,Not Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),Opal with Fire (Treated - Black) - Ethiopia,GP,Loose Gemstone,Ethiopia,Single Stone,Natural Black Opal weighing 17 carats in Oval shape.,Natural Black Opal weighing 17 carats (18.89 ratti) from Ethiopia,"Update carat wt on 01-Jul-2019, Price Increase by 5% on 23-May-2022(messaged by NITIN SIR on Catalog Group update on 13-may-2022)(Relive on 010724), Price update on 07-06-2025 done by Munna","Buy Natural Opal with Fire (Treated - Black) Ethiopia 17.00 for sale online, weighing carats (roughly 18.89 ratti). The cost price of the stone is provided and its per carat can be calculated by dividing weight (17.00 carat). has many benefits. This gem stated to Smoke Enhancement. value good considering properties effects. certified photos, video lab certificate are available on our online store.",1.0000,1,Precious Opal (Enhanced) - Ethiopia-Cabochon-Non Calibrated,/g/p/gp11780-1-280624.jpg,/g/p/gp11780-1-280624.jpg,/g/p/gp11780-hand-280624.jpg,,2016-10-15 00:00:00,,,,,0,,,2 - Mid-Precious,1000,,,,,,3225,2.05,1.450 Spot,No,No,,,",",",",",",,,",",",",",",",",,00021--___Opal___--00021--.pdf,,http://www.agrl.in/searchcertificate.aspx?T=Stone&No=SA110410225,,,21500,"advancement in fine arts, Luxurious life",MP
Gemstones - Config1,GEM-EMER-PREM-SMALL-ZAMB,Emerald (Zambian)-Premium (Small),Emerald (Zambian) - Premium (Small) Quality,emerald-zambian-premium-small-quality,,Unheated and Untreated (Oiling Only),,,Faceted,,Green,,,,,1,71039130,2500.0000,,,0.0000,0.0500,Disabled,Jewellery Sapphire,Emerald,Natural,Oval,Free Lab Certificate,10 Day Money-Back Returns*,Green,Mixed Cuts,Not Calibrated,1 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),Emerald - Zambia,,,Zambia,Single Stone,"Allow our team of expert gemologists select a Natural Premium (Small) Emerald gemstone of Premium Quality from our offline inventory of gemstones. The selected gemstone shall be of relatively the same quality as those shown in the sample photographs, with weight within -0.2ct to +0.5ct range from your selection. You can alternatively decide to browse through our collection of catalogued gemstones with photos and videos to select a gemstone of your own choice by going to the Emerald category page. Note that Emeralds are comparatively soft gemstones due to which they may have minor scratches on the surface due to abrasion with any other stone or surface. This is completely normal and emeralds shipped by us too may have such minor scratches.",Medium Colour / Transparent-Translucent,,,99952.0000,1,,/g/e/GEM-EMER-PREM-SMALL-ZAMB-1-190405.jpg,/g/e/GEM-EMER-PREM-SMALL-ZAMB-1-190405.jpg,/g/e/GEM-EMER-PREM-SMALL-ZAMB-1-190405.jpg,,,,,,Premium,,,,,,,,,,,,,,No,No,,,",",",",",",,,",",",",",",",",,,,,,,,,
Gemstones,GP12270,Blue Kyanite - 6.41 Carats,Natural Certified Blue Kyanite - 6.41 Carats (GP12270) from Nepal,blue-kyanite-gp12270,GP12270,Unheated and Untreated (No Indications Observed),6.41,Blue Kyanite,Faceted,13.50x10.65x4.55 mm,Blue,6.41 ct Kyanite Natural Original Top Quality Lab Certified Gemstone of carat,Express Dispatch,1871,7.12,0,71039990,2000.0000,,6.4100,312.0000,641.0000,Enabled,Jewellery Semiprecious,Kyanite,Natural,Oval,JBN Certified,10 Day Money-Back Returns*,Blue,Faceted,Not Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),Kyanite - Blue,GP,Loose Gemstone,Nepal,Single Stone,Natural Kyanite weighing 6.41 carats in Oval shape,Natural Kyanite weighing 6.41 carat from Nepal,Price Increase by 5% on 23-May-2022(messaged by NITIN SIR on Catalog Whatsaap Group on 13-may-2022)(Relive on 080324)(out of stock by own inventory on 251024)(Active on 251124-fms),"Buy Natural Kyanite - Blue 6.41 for sale online, weighing carats (roughly 7.12 ratti). The cost price of the stone is provided and its per carat can be calculated by dividing weight (6.41 carat). has many benefits. This gem stated to Unheated Untreated. value good considering properties effects. certified photos, video lab certificate are available on our online store.",1.0000,1,Kyanite - Blue-Faceted-Non Calibrated,/g/p/gp12270-1-30824.jpg,/g/p/gp12270-1-30824.jpg,/g/p/gp12270-hand-30824.jpg,,2016-10-15 00:00:00,,,,,0,,,3 - Semi-Precious,0,,,,,,300,3.7,1.716 - 1.731,No,No,,,",",",",",",,,",",",",",",",",,17--__00--Kyanite__--00017--.pdf,JBNGTL/3219/18,http://www.jbngemtestinglab.com/,,,2000,"Self Expression, Truthfulness",MP
Gemstones,GP12273,Blue Kyanite - 2.16 Carats,Original Certified Blue Kyanite for Astrological Use - 2.16 Carats (GP12273) from Nepal,blue-kyanite-gp12273,GP12273,Unheated and Untreated (No Indications Observed),2.16,Blue Kyanite,Faceted,11.20x7.00x2.60 mm,Blue,2.16 ct Blue Kyanite Natural Original Top Quality Lab Certified Gemstone of 2.16 carat (2.25 ratti) from Nepal,Express Dispatch,1874,2.4,0,71039990,1000.0000,,2.1600,463.0000,216.0000,Enabled,Jewellery Semiprecious,Kyanite,Natural,Oval,JBN Certified,10 Day Money-Back Returns*,Blue,Faceted,Not Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),Kyanite - Blue,GP,Loose Gemstone,Nepal,Single Stone,Natural Blue Kyanite weighing 2.16 carats in Oval Shape,Natural Blue Kyanite weighing 2.16 carats (2.40 ratti) from Nepal,"Update carat wt on 03-Jun-2019, Price Increase by 5% on 23-May-2022(messaged by NITIN SIR on Catalog Group update on 13-may-2022)(Relive on 080324)(Relive on 020824)","Buy Natural Kyanite - Blue 2.16 for sale online, weighing carats (roughly 2.4 ratti). The cost price of the stone is provided and its per carat can be calculated by dividing weight (2.16 carat). has many benefits. This gem stated to Unheated Untreated. value good considering properties effects. certified photos, video lab certificate are available on our online store.",1.0000,1,Kyanite - Blue-Faceted-Non Calibrated,/g/p/gp12273-1-20824.jpg,/g/p/gp12273-1-20824.jpg,/g/p/gp12273-hand-20824.jpg,,2016-10-15 00:00:00,,,,,0,,,3 - Semi-Precious,400,,,,,,150,3.7,1.71-1.72,No,No,,,",",",",",",,,",",",",",",",",,17--__00--Kyanite__--00017--.pdf,JBNGTL/3221/18,http://www.jbngemtestinglab.com/,,,1000,"Self Expression, Truthfulness",MP
Gemstones,GP12278,Blue Kyanite - 2.84 Carats,Original Certified Blue Kyanite for Astrological Use - 2.84 Carats (GP12278) from Nepal,blue-kyanite-gp12278,GP12278,Unheated and Untreated (No Indications Observed),2.84,Blue Kyanite,Faceted,11.05x7.20x3.80 mm,Blue,2.84 ct Blue Kyanite Natural Original Top Quality Lab Certified Gemstone of 2.84 carat (3 ratti) from Nepal,Express Dispatch,1879,3.16,0,71039990,1000.0000,,2.8400,352.0000,284.0000,Enabled,Jewellery Semiprecious,Kyanite,Natural,Oval,JBN Certified,10 Day Money-Back Returns*,Blue,Faceted,Not Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),Kyanite - Blue,GP,Loose Gemstone,Nepal,Single Stone,Natural Blue Kyanite weighing 2.84 carats in Oval Shape,Natural Blue Kyanite weighing 2.84 carats (3.16 ratti) from Nepal,Price Increase by 5% on 23-May-2022(messaged by NITIN SIR on Catalog Whatsaap Group on 13-may-2022)(Relive on 080324),"Buy Natural Kyanite - Blue 2.84 for sale online, weighing carats (roughly 3.16 ratti). The cost price of the stone is provided and its per carat can be calculated by dividing weight (2.84 carat). has many benefits. This gem stated to Unheated Untreated. value good considering properties effects. certified photos, video lab certificate are available on our online store.",1.0000,1,Kyanite - Blue-Faceted-Non Calibrated,/g/p/gp12278-1-30824.jpg,/g/p/gp12278-1-30824.jpg,/g/p/gp12278-hand-30824.jpg,,2016-10-15 00:00:00,,,,,0,,,3 - Semi-Precious,300,,,,,,150,3.7,1.71-1.72,No,No,,,",",",",",",,,",",",",",",",",,17--__00--Kyanite__--00017--.pdf,JBNGTL/3222/18,http://www.jbngemtestinglab.com/,,,1000,"Self Expression, Truthfulness",MP
Gemstones,GP12280,Blue Kyanite - 2.27 Carats,Premium Certified Blue Kyanite for Astrological Use - 2.27 Carats (GP12280) from Nepal,blue-kyanite-gp12280,GP12280,Unheated and Untreated (No Indications Observed),2.27,Blue Kyanite,Faceted,9.60x7.20x3.30 mm,Blue,2.27 ct Blue Kyanite Natural Original Top Quality Lab Certified Gemstone of 2.27 carat (2.5 ratti) from Nepal,Express Dispatch,1881,2.52,0,71039990,800.0000,,2.2700,352.0000,227.0000,Enabled,Jewellery Semiprecious,Kyanite,Natural,Oval,JBN Certified,10 Day Money-Back Returns*,Blue,Faceted,Not Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),Kyanite - Blue,GP,Loose Gemstone,Nepal,Single Stone,Natural Blue Kyanite weighing 2.27 carats in Oval Shape,Natural Blue Kyanite weighing 2.27 carats (2.52 ratti) from Nepal,"Update carat wt on 03-Jun-2019, Price Increase by 5% on 23-May-2022(messaged by NITIN SIR on Catalog Group update on 13-may-2022)(Relive on 080324)(Relive on 020824)","Buy Natural Kyanite - Blue 2.27 for sale online, weighing carats (roughly 2.52 ratti). The cost price of the stone is provided and its per carat can be calculated by dividing weight (2.27 carat). has many benefits. This gem stated to Unheated Untreated. value good considering properties effects. certified photos, video lab certificate are available on our online store.",1.0000,1,Kyanite - Blue-Faceted-Non Calibrated,/g/p/gp12280-1-20824.jpg,/g/p/gp12280-1-20824.jpg,/g/p/gp12280-hand-20824.jpg,,2016-10-15 00:00:00,,,,,0,,,3 - Semi-Precious,300,,,,,,120,3.7,1.71-1.72,No,No,,,",",",",",",,,",",",",",",",",,17--__00--Kyanite__--00017--.pdf,JBNGTL/3220/18,http://www.jbngemtestinglab.com/,,,500,"Self Expression, Truthfulness",MP
Gemstones,GP12283,Blue Kyanite - 2.87 Carats,Premium Certified Blue Kyanite for Astrological Use - 2.87 Carats (GP12283) from Nepal,blue-kyanite-gp12283,GP12283,Unheated and Untreated (No Indications Observed),2.87,Blue Kyanite,Faceted,9.90x7.35x3.90 mm,Blue,2.87 ct Blue Kyanite Natural Original Top Quality Lab Certified Gemstone of 2.87 carat (3 ratti) from Nepal,Express Dispatch,1885,3.19,0,71039990,1200.0000,,2.8700,418.0000,287.0000,Enabled,Jewellery Semiprecious,Kyanite,Natural,Oval,JBN Certified,10 Day Money-Back Returns*,Blue,Faceted,Not Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),Kyanite - Blue,GP,Loose Gemstone,Nepal,Single Stone,Natural Blue Kyanite weighing 2.87 carats in Oval Shape,Natural Blue Kyanite weighing 2.87 carats (3.19 ratti) from Nepal,"Update carat wt on 07-Aug-2019, Price Increase by 5% on 23-May-2022(messaged by NITIN SIR on Catalog Group update on 13-may-2022)(Relive on 080324)(Relive on 020824)","Buy Natural Kyanite - Blue 2.87 for sale online, weighing carats (roughly 3.19 ratti). The cost price of the stone is provided and its per carat can be calculated by dividing weight (2.87 carat). has many benefits. This gem stated to Unheated Untreated. value good considering properties effects. certified photos, video lab certificate are available on our online store.",1.0000,1,Kyanite - Blue-Faceted-Non Calibrated,/g/p/gp12283-1-20824.jpg,/g/p/gp12283-1-20824.jpg,/g/p/gp12283-hand-20824.jpg,,2016-10-15 00:00:00,,,,,0,,,3 - Semi-Precious,400,,,,,,180,3.7,1.71-1.72,No,No,,,",",",",",",,,",",",",",",",",,17--__00--Kyanite__--00017--.pdf,JBNGTL/38623/19,http://www.jbngemtestinglab.com/,,,1000,"Self Expression, Truthfulness",MP
Gemstones,GP12290,Blue Kyanite - 3.26 Carats,Natural Certified - 3.26 Carats Blue Kyanite (GP12290) from Nepal,blue-kyanite-gp12290,GP12290,Unheated and Untreated (No Indications Observed),3.26,Blue Kyanite,Faceted,12.20x7.65x3.50 mm,Blue,3.26ct Natural Blue Kyanite Original Top Quality Lab Certified 3.26 carats (3.5 ratti) Gemstone from Nepal,Express Dispatch,1893,3.62,0,71039990,1550.0000,,3.2600,475.0000,326.0000,Enabled,Jewellery Semiprecious,Kyanite,Natural,Oval,JBN Certified,10 Day Money-Back Returns*,Blue,Faceted,Not Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),Kyanite - Blue,GP,Loose Gemstone,Nepal,Single Stone,Beautiful Natural Blue Kyanite weighing 3.26 carats in Oval Shape,Natural Blue Kyanite weighing 3.26 carats (3.62 ratti) from Nepal,Price Increase by 5% on 23-May-2022(messaged by NITIN SIR on Catalog Whatsaap Group on 13-may-2022)(Relive on 150324)(Relive on 020824),"Buy Natural Kyanite - Blue 3.26 for sale online, weighing carats (roughly 3.62 ratti). The cost price of the stone is provided and its per carat can be calculated by dividing weight (3.26 carat). has many benefits. This gem stated to Unheated Untreated. value good considering properties effects. certified photos, video lab certificate are available on our online store.",1.0000,1,Kyanite - Blue-Faceted-Non Calibrated,/g/p/gp12290-1-20824.jpg,/g/p/gp12290-1-20824.jpg,/g/p/gp12290-hand-20824.jpg,,2016-10-15 00:00:00,,,,,0,,,3 - Semi-Precious,400,,,,,,232.5,3.7,1.71-1.72,No,No,,,",",",",",",,,",",",",",",",",,17--__00--Kyanite__--00017--.pdf,JBNGTL/38621/19,http://www.jbngemtestinglab.com/,,,1500,"Self Expression, Truthfulness",MP
Gemstones,GP12342,Purplish Red Tourmaline 14x10 MM - 7.73 Carats,Natural Purplish Red Tourmaline 14x10 MM - 7.73 Carats (GP12342),tourmaline-gp12342,GP12342,Unheated and Untreated (No Indications Observed),7.73,Tourmaline,Faceted,13.78x10.29x7.44 mm,Red,7.73 ct Tourmaline Natural Original Top Quality Lab Certified Gemstone of carat,Express Dispatch,1741,8.59,0,71039951,5900.0000,,7.7300,763.0000,773.0000,Enabled,Jewellery Semiprecious,Tourmaline,Natural,Oval,GJSPC Certified,10 Day Money-Back Returns*,Purplish Red,Faceted,Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),Tourmaline - Red,GP,Loose Gemstone,,Single Stone,Natural Tourmaline weighing 7.73 carats in Oval shape,Natural Tourmaline weighing 7.73 carat,Price Increase by 5% on 23-May-2022(messaged by NITIN SIR on Catalog Whatsaap Group on 13-may-2022),"Buy Natural Tourmaline - Red 7.73 for sale online, weighing carats (roughly 8.59 ratti). The cost price of the stone is provided and its per carat can be calculated by dividing weight (7.73 carat). has many benefits. This gem stated to Unheated Untreated. value good considering properties effects. certified photos, video lab certificate are available on our online store.",1.0000,1,Tourmaline - Red-Faceted-Calibrated,/g/p/gp12342-1-10524.jpg,/g/p/gp12342-1-10524.jpg,/g/p/gp12342-hand-10524.jpg,,2016-10-15 00:00:00,,,,,0,,,2 - Mid-Precious,500,,,,,,885,3.15,1.620 - 1.640,No,No,,,"14x10,",",",",",,,",",",",",",",",,,,,,,5500,,MP
Gemstones - Config1,GEM-EMER-SPREM-BRA,Emerald (Brazil) - Super Premium,Emerald (Brazil) - Super Premium Quality,emerald-brazil-super-premium-quality,,Unheated and Untreated (Oiling Only),,,Faceted,,Green,,,,,3,71039130,1600.0000,,,0.0000,0.0100,Disabled,Jewellery Sapphire,Emerald,Natural,Oval,Free Lab Certificate,10 Day Money-Back Returns*,Green,Faceted,Not Calibrated,3 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold Items),Emerald - Brazil,,,Brazil,Single Stone,"Allow our team of expert gemologists select a Natural Super Premium Emerald gemstone of Super Premium Quality from our offline inventory of gemstones. The selected gemstone shall be of relatively the same quality as those shown in the sample photographs, with weight within -0.2ct to +0.5ct range from your selection. You can alternatively decide to browse through our collection of catalogued gemstones with photos and videos to select a gemstone of your own choice by going to the Emerald category page. Note that Emeralds are comparatively soft gemstones due to which they may have minor scratches on the surface due to abrasion with any other stone or surface. This is completely normal and emeralds shipped by us too may have such minor scratches.",Medium - Good Colour / Opaque / Minor Dark Patterns,,,1.0000,1,,/g/e/GEM-EMER-SPREM-IND-1-190405.jpg,/g/e/GEM-EMER-SPREM-IND-1-190405.jpg,/g/e/GEM-EMER-SPREM-IND-2-190405.jpg,,,,,,Super Premium,0,,,2 - Mid-Precious,1500,,,,,0,,2.72,1.580 - 1.590,No,No,,,",",",",",",,,",",",",",",",",,,,,,,,"growth in business, Oratorship",
